"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","conditions"
346,"5/2/2/1 DALRRD-0004 (2021/2022)","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",false,"Thursday, 27 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-27T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER(S) TO DEVELOP LAND USE SCHEMES FOR A PERIOD OF (12) TWELVE MONTHS FOR DR BEYERS NAUDE LOCAL MUNICIPALITY IN EASTERN CAPE PROVINCE","Eastern Cape","Ms T Mlambo or Mr P Makhado or Mr A Olyn / Mr T Nekhwevha or Mr L Baloyi","Abie.olyn@dalrrd.gov.za","012 312 9786/9518/8711","N/A",," NO"," NO","N/A"
348,"5/2/2/1 DALRRD-0005 (2021/2022)","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",false,"Thursday, 27 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-27T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER(S) TO DEVELOP LAND USE SCHEMES FOR A PERIOD OF (12) TWELVE MONTHS FOR EMALAHLENI LOCAL MUNICIPALITY IN EASTERN CAPE PROVINCE.","Eastern Cape","Ms T Mlambo or Mr P Makhado or Mr A Olyn / Mr T Nekhwevha or Mr L Baloyi","Abie.olyn@dalrrd.gov.za","012 312 9786/9518/8711","N/A",," NO"," NO","N/A"
350,"5/2/2/1 DALRRD-0006 (2021/2022)","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",false,"Tuesday, 25 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-25T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER, FIRM OR CONSORTIUM TO DEVELOP LAND USE SCHEME FOR A PERIOD OF TWLEVE (12) MONTHS FOR LEPELLE-NKUMPI AND MODIMOLLE MOOKGOPHONG MUNICIPLAITIES IN LIMPOPO PROVINCE.","Limpopo","Ms T Mlambo or Mr P Makhado or Mr A Olyn / Mr T Nekhwevha or Mr L Baloyi","Abie.olyn@dalrrd.gov.za","012 312 9786/9518/8711","N/A",," NO"," NO","N/A"
353,"5/2/2/1 DALRRD-0001 (2021/2022)","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",false,"Thursday, 27 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-27T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER(S) TO DEVELOP LAND USE SCHEMES FOR A PERIOD OF (12) TWELVE MONTHS FOR ENOCH MGIJIMA LOCAL MUNICIPALITY IN EASTERN CAPE PROVINCE.","Eastern Cape","Ms T Mlambo or Mr P Makhado or Mr A Olyn / Mr T Nekhwevha or Mr L Baloyi","Abie.olyn@dalrrd.gov.za","012 312 9786/9518/8711","N/A",," NO"," NO","N/A"
355,"5/2/2/1 DALRRD-0002 (2021/2022)","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",false,"Thursday, 27 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-27T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER(S) TO DEVELOP LAND USE SCHEMES FOR A PERIOD OF (12) TWELVE MONTHS FOR GREAT KEI LOCAL MUNICIPALITY IN EASTERN CAPE PROVINCE.","Eastern Cape","Ms T Mlambo or Mr P Makhado or Mr A Olyn / Mr T Nekhwevha or Mr L Baloyi","Abie.olyn@dalrrd.gov.za","012 312 9786/9518/8711","N/A",," NO"," NO","N/A"
356,"5/2/2/1 DALRRD-0003 (2021/2022)","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",false,"Thursday, 27 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-27T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER(S) TO DEVELOP LAND USE SCHEME FOR A PERIOD OF (12) TWELVE MONTHS FOR WALTER SISULU LOCAL MUNICIPALITY IN EASTERN CAPE PROVINCE.","Eastern Cape","Ms T Mlambo or Mr P Makhado or Mr A Olyn / Mr T Nekhwevha or Mr L Baloyi","Abie.olyn@dalrrd.gov.za","012 312 9786/9518/8711","N/A",," NO"," NO","N/A"
390,"OCJ2020/06","Request for Proposal",,"Office of the Chief Justice",false,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-28T11:00:00",,"Closed","Services: General","Terms of reference to request for bids from service providers for bid no OCJ2020/06: re-advertisement of the comprehensive employee health and wellness services for a period of thirty- six (36) months for the office of the chief justice","National","M Mpepele / M Mamogobo","BidEnquiries@judiciary.org.za","010 493 2674/2677","N/A",," NO"," NO","N/A"
391,"KLD01/2021","Request for Information",,"Labour",false,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-28T11:00:00",,"Closed","Services: General","Provision of Physical Security Services for 36 months at Klerksdorp Labour Centre","National","Agnes Modikoe","Agnes.modikoe@labour.gov.za","072 6222 315","N/A",," NO"," NO","N/A"
392,"RTB01/2021","Request for Proposal",,"Labour",false,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-28T11:00:00",,"Closed","Services: General","Provision of Physical Security Services for 36 months at Rustenburg Labour Centre","North West","Agnes Modikoe","Agnes.modikoe@labour.gov.za","072 6222 315","N/A",," NO"," NO","N/A"
393,"MFK01/2021","Request for Proposal",,"Labour",false,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-28T11:00:00",,"Closed","Services: General","Provision of Physical Security Services for 36 months at Mahikeng Labour Centre Labour Centre","North West","Agnes Modikoe","Agnes.modikoe@labour.gov.za","072 6222 315","N/A",," NO"," NO","N/A"
394,"SANRAL N.009-070-2022.4F ","Request for Proposal",,"South African National Roads Agency Soc Limited (SANRAL)",false,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-28T11:00:00",,"Closed","Services: General","CONSULTING ENGINEERING SERVICES FOR THE PERIODIC MAINTENANCE (RESURFACING) OF NATIONAL ROUTE 9 SECTION 7 FROM WOLWEFONTEIN (km 63.90) TO VAALKOP (km 79.00) ","North West","Kutala Mabuto ","procurementwr@nra.co.za","0219574600","N/A",," NO"," NO","N/A"
396,"CSIR 3453/14/05/2021","Request for Proposal",,"CSIR",false,"Friday, 14 May 2021 - 16:30","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-14T16:30:00",,"Closed","Services: General","The provision of Training and Support services for the CSIR ACCESS education and training programme for a period of five (5) years","National","Billy Masela","tender@csir.co.za","012 841 2911","N/A",," NO"," NO","N/A"
397,"KZN/RAIL/04/2021/039/Q","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Thursday, 13 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T12:00:00",,"Closed","Services: General","MAINTENANCE OF PERWAY AS AND WHEN REQUIRED (PURCHASE AGREEMENT FOR 12 MONTHS) FOR METRORAIL KZN","KwaZulu-Natal","Qiniso Makaluza","Qiniso.makaluza@prasa.com","031 8130376","N/A",," NO"," NO","N/A"
398,"ELM/1/02/2021T","Request for Proposal",,"Emalahleni Local Municipality",true,"Monday, 17 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Monday, 10 May 2021 - 11:00","2021-05-17T12:00:00","2021-05-10T11:00:00","Closed","Services: General","ADDITIONAL PANEL OF PROFESSIONAL SERVICES (
ELECTRICAL ) FOR A PERIOD OF THREE ( 3) YEARS","Eastern Cape","Ms N MZWANA/ Mr. C MKABILE","mzwana@emalahlenilm.gov.za","082 654 7893/ 060 396 0831","N/A",," Yes","Yes","N/A"
399,"KZN/RAIL/04/2021/045/Q","Request for Quotation",,"Passenger Rail Agency of South Africa",true,"Friday, 30 April 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Wednesday, 05 May 2021 - 00:00","2021-04-30T12:00:00","2021-05-05T00:00:00","Closed","Services: General","TESTING OF DC SUBSTATIONS AND TIE STATIONS IN VARIOUS LOCATIONS FOR METRORAIL KZN","KwaZulu-Natal","Qiniso Makaluza","Qiniso.makaluza@prasa.com","031 8130376","N/A",," Yes","Yes","N/A"
401,"SANRAL N.002-080-2020/4F","Request for Proposal",,"South African National Roads Agency Soc Limited (SANRAL)",false,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-28T11:00:00",,"Closed","Services: General","FOR CONSULTING ENGINEERING SERVICES FOR THE PERIODIC MAINTENANCE OF NATIONAL ROUTE 2 SECTION 8 FROM HARKERVILLE (KM 47.2) TO NATURES VALLEY (KM 79.8) ","Western Cape","Vhahangwele Thandavhathu ","procurementwr@nra.co.za","021 957 4600 ","N/A",," NO"," NO","N/A"
402,"KZN/RAIL/04/2021/013/Q","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Friday, 14 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-14T12:00:00",,"Closed","Services: General","THE SUPPLY AND DELIVERY OF FABRICATED PRODUCTS AND INSPECTION COVERS (PURCHASE AGREEMENT FOR 24 MONTHS) FOR METRORAIL KZN","KwaZulu-Natal","Qiniso Makaluza","qiniso.makaluza@prasa.com","031 813 0376","N/A",," NO"," NO","N/A"
403,"RFB049/20/21","Request for Information",,"National Health Laboratory Service",true,"Monday, 24 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","Friday, 07 May 2021 - 10:00","2021-05-24T11:00:00","2021-05-07T10:00:00","Closed","Services: General","Renovations at National Health Laboratory Services (NHLS) at Leratong Laboratory, Krugersdorp.","Gauteng","Nicholas Nelani","Nicholas.Nealni@nhls.ac.za","011 555 0580","N/A",," Yes","Yes","N/A"
404,"MPGXC006642","Request for Quotation",,"ESKOM",false,"Wednesday, 12 May 2021 - 10:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-12T10:00:00",,"Closed","Services: General","The provision of Process Engineering, Commissioning, Production, HMI design and implementation and Condition Monitoring support for the RMDC (Remote Monitoring and Diagnostic Centre)","Mpumalanga","P Dlamini","DlaminPT@eskom.co.za","013 297 9065","N/A",," NO"," NO","N/A"
405,"WCR 14/2021 ","Request for Proposal",,"Passenger Rail Agency of South Africa",true,"Monday, 10 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Wednesday, 05 May 2021 - 11:00","2021-05-10T12:00:00","2021-05-05T11:00:00","Closed","Services: General","PROVISION OF CLEANING AND HORTICULTURAL SERVICES AT SALT RIVER, PAARDEN EILAND, MAITLAND PROTECTION SERVICES, BELLVILLE RMTCC, AREA SOUTH AND AREA IKAPA DEPOTS  ","Western Cape","Qaqamba Kona","qkona@prasa.com","021 449 3039","N/A",," NO"," NO","N/A"
406,"KZN/RAIL/04/2021/001/Q","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Friday, 07 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-07T12:00:00",,"Closed","Services: General","THE SUPPLY AND DELIVERY OF OFFICE CHAIRS FOR METRORAIL KZN","KwaZulu-Natal","Qiniso Makaluza","qiniso.makaluza@prasa.com","031 813 0376","N/A",," NO"," NO","N/A"
408,"WCR 14/2021","Request for Quotation",,"Passenger Rail Agency of South Africa",true,"Monday, 10 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Wednesday, 05 May 2021 - 11:00","2021-05-10T12:00:00","2021-05-05T11:00:00","Closed","Services: General","PROVISION OF CLEANING AND HORTICULTURAL SERVICES AT SALT RIVER, PAARDEN EILAND, MAITLAND PROTECTION SERVICES, BELLVILLE RMTCC, AREA SOUTH AND AREA IKAPA DEPOTS","Western Cape","Ms. Qaqamba Kona","qkona@prasa.com","021 449 3039","N/A",," NO"," NO","N/A"
411,"IYM02/04/2021T","Request for Proposal",,"Inxuba Yethemba Local Municipality",false,"Thursday, 13 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T12:00:00",,"Closed","Services: General","SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF TELECOMMUNICATION SOLUTION","Eastern Cape","Silulami  Mbilane","silulami@iym.gov.za","048 801 5075","N/A",," NO"," NO","N/A"
412,"CS&TM 03/21/22","Request for Proposal",,"Department of Community Safety and Transport Management",false,"Monday, 24 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-24T11:00:00",,"Closed","Services: General","Re-advert : Appointment of Service Provider for Provision of physical Security Services For Department Facilities for a period of thirty six (36) Months for the Department of Communiy Safety and Transport Management.","North West","M Mojaki / L Motlhamme / O Neito","LMojaki@nwpg.gov.za","018 200 8084 / 018 200 8416 / 018 200 8171","N/A",," NO"," NO","N/A"
413,"0010451225","Request for Quotation",,"Electoral Commission (IEC)",false,"Friday, 21 May 2021 - 11:15","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-21T11:15:00",,"Closed","Services: General","Examination Gloves","National","Molwelang Mathibe/Thato Ndala","ndalas@elections.org.za","0126225700","N/A",," NO"," NO","N/A"
414,"DOLWC04/2021","Request for Proposal",,"Labour",true,"Friday, 11 June 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","Friday, 28 May 2021 - 09:00","2021-06-11T11:00:00","2021-05-28T09:00:00","Closed","Services: General","SECURITY GUARD SERVICES","National","MELIKHAYA NOHESI","melikhaya.nohesi@labour.gov.za","0722150477","N/A",," Yes","Yes","N/A"
415,"RSR/RFP/OCOO/ASOSR/21/04/01 ","Request for Proposal",,"Railway Safety Regulator",false,"Friday, 21 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-21T12:00:00",,"Closed","Services: General","APPOINTMENT OF A SPECIALIST SERVICE PROVIDER TO PROVIDE PROFESSIONAL SERVICES TO DEVELOP THREE (3) ANNUAL STATE OF SAFETY REPORTS FOR THE 2020/21, 2021/22 AND 2022/23 REPORTING PERIODS ","Gauteng","Goitseone Kgwadibana","goitseonek@rsr.org.za","087 284 6666","N/A",," NO"," NO","N/A"
416,"NDA04/FIN02/21","Request for Proposal",,"National Development Agency",true,"Tuesday, 25 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Monday, 10 May 2021 - 10:00","2021-05-25T12:00:00","2021-05-10T10:00:00","Closed","Services: General","The appointment of a service provider for the provision of travel management services to the National Development Agency (NDA) over a period of 36 months","National","Elizabeth Mnqabashe","elizabethm@nda.org.za","011 018 5546","N/A",," Yes","Yes","N/A"
417,"IYM 01/04/2021T","Request for Proposal",,"Inxuba Yethemba Local Municipality",false,"Thursday, 13 May 2021 - 00:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T00:00:00",,"Closed","Services: General","Supply and Delivery of PPE for 36 months.","National","Silulami","silulami@iym.gov.za","048 821 5059","N/A",," NO"," NO","N/A"
418,"RFQ GSM001/2021","Request for Quotation",,"South African Airways (Pty) Limited",true,"Friday, 14 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Thursday, 06 May 2021 - 11:00","2021-05-14T12:00:00","2021-05-06T11:00:00","Closed","Services: General","Request for Quotation for Baggage Delivery Services for Domestic Airports","Gauteng","Tracy Velbroek","tracyvelbroek@flysaa.com","011 978 1859","N/A",," Yes","Yes","N/A"
421,"23/2020-21","Request for Quotation",,"Ga-Segonyana Local Municipality",false,"Monday, 31 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-31T12:00:00",,"Closed","Services: General","APPOINTMENT OF CONTRACTORS FOR THE CONSTRUCTION OF RURAL WATER SUPPLY FOR A PERIOD OF 36 MONTHS","Northern Cape","Boitumelo  Sechogela","tumis@ga-segonyana.gov.za","0537129344","N/A",," NO"," NO","N/A"
422,"HDA/KZN/2021/001","Request for Proposal",,"Housing Development Agency",false,"Tuesday, 25 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-25T11:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER FOR THE PREPARATION OF DEVELOPMENT PLANS FOR NINE (9) PHSHDA (PRIORITY HUMAN SETTLEMENTS AND HOUSING DEVELOPMENT AREAs) IN LOCAL MUNICIPALITIES WITHIN KZN.","KwaZulu-Natal","Pfarelo Netshisaulu","Pfarelo.Netshisaulu@thehda.co.za","011 544 1000","N/A",," NO"," NO","N/A"
423,"DPWFS (T) 002/2021","Request for Proposal",,"Public Works",true,"Monday, 17 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","Friday, 07 May 2021 - 10:00","2021-05-17T11:00:00","2021-05-07T10:00:00","Closed","Services: General","APPOINTMENT OF A SUITABLY QUALIFIED CONTRACTOR, JOINT VENTURE OR CONSORTIUM FOR THE CONSTRUCTION OF A NEW RHEEDERPARK CLINIC IN WELKOM ON BEHALF OF THE DEPARTMENT OF PUBLIC WORKS AND INFRASTRUCTURE","Free State","Molebatsi Phasumane","phasumanem@fsworks.gov.za","051 492 3861","N/A",," Yes","Yes","N/A"
424,"T13/05/21","Request for Proposal",,"Industrial Development Corporation of South Africa Limited",false,"Wednesday, 19 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-19T11:00:00",,"Closed","Services: General","Request for proposal for the appointment of a panel of service providers for the provisioning of corporate comprehensive health assessment service","Gauteng","Terence Manzini","terencem@idc.co.za","011 269 3655","N/A",," NO"," NO","N/A"
425,"SCM/MLM/32/20-21","Request for Proposal",,"Mnquma Local Municipality",false,"Thursday, 13 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T12:00:00",,"Closed","Services: General","Supply and Delivery of Security Uniform","Eastern Cape","Msingathi Faku","Msi.faku@gmail.com","047 050 1150","N/A",," NO"," NO","N/A"
426,"GKM 19-20/21","Request for Proposal",,"Greater Kokstad Local Municipality",false,"Friday, 14 May 2021 - 00:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-14T00:00:00",,"Closed","Services: General","SUPPLY AND DELIVERY OF COVID 19 PRECAUTIONERY EQUIPMENT","KwaZulu-Natal","LUTHO BANA/ANDISWA MAHLAKA","Lutho.Bana@kokstad.gov.za","039 797 6600/44","N/A",," NO"," NO","N/A"
427,"GKM 50-20/21","Request for Proposal",,"Greater Kokstad Local Municipality",true,"Monday, 24 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Tuesday, 04 May 2021 - 10:00","2021-05-24T12:00:00","2021-05-04T10:00:00","Closed","Services: General","PROPOSALS FOR THE APPOINTMENT OF AN IMPLEMENTING AGENT FOR A TURNKEY DEVELOPMENT. DESIGN AND CONSTRUCTION OF SHAYAMOYA COMMUNITY RESIDENTIAL UNITS","KwaZulu-Natal","SAMORA MADIKIZELA/ANDISWA MAHLAKA","Samora.Madikizela@kokstad.gov.za","039 797 6642/44","N/A",," Yes","Yes","N/A"
428,"GKM 34-20/21","Request for Proposal",,"Greater Kokstad Local Municipality",false,"Friday, 14 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-14T12:00:00",,"Closed","Services: General","REFURBISHING AND FURNISHING OF EXISTING PARK HOMES MODULAR OFFICE","KwaZulu-Natal","QUINTUS DIEDRICK/ ANDISWA MAHLAKA","Quintus.Diedrick@kokstad.gov.za","039 797 6600/44","N/A",," NO"," NO","N/A"
430,"3210/2021/01","Request for Proposal",,"Trade & Industry",true,"Thursday, 20 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Monday, 10 May 2021 - 11:00","2021-05-20T12:00:00","2021-05-10T11:00:00","Closed","Services: General","Bhanga Nek Campsite : Repairs , Maintenance and Upgrades of existing Infrastructure Assets ","KwaZulu-Natal","Aphelele Tshangela","aphelele@tikzn.co.za","031 368 9613","N/A",," Yes","Yes","N/A"
431,"CSOS003-2021","Request for Proposal",,"Community Schemes Ombud Service",false,"Tuesday, 25 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-25T12:00:00",,"Closed","Services: General","THE APPOINTMENT OF A PANEL OF ATTORNEYS TO ASSIST THE COMMUNITY SCHEMES OMBUD SERVICE
FOR A PERIOD OF TWO (2) YEARS.","Gauteng","Lihle Ntombela","Lihle.Ntombela@csos.org.za","010 593 0533/ 067 417 0581","N/A",," NO"," NO","N/A"
432,"RFP/06/2021","Request for Proposal",,"BRAND RSA",false,"Friday, 07 May 2021 - 16:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-07T16:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER TO REVIEW BRAND SOUTH AFRICA’S COPYRIGHT AND INTELLECTUAL PROPERTY POLICY FOR LEGAL COMPLIANCE.","Gauteng","NTSEPENG LETSOISA","ntsepengl@brandsouthafrica.com","011 483 0122","N/A",," NO"," NO","N/A"
433,"ERW20211/TNDR-001","Request for Proposal",,"Ekurhuleni Water Care Company (ERWAT)",true,"Friday, 04 June 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Thursday, 20 May 2021 - 10:00","2021-06-04T12:00:00","2021-05-20T10:00:00","Closed","Services: General","SERVICE PROVIDERS TO RENDER TRAINING IN WATER AND WASTEWATER QUALIFICATIONS:  NQF LEVEL 2 (SAQA ID: 58951); NQF LEVEL 3 (SAQA ID: 60190) AND NQF LEVEL 4 (SAQA ID: 61709) ON A PANEL FOR ERWAT TRAINING AND DEVELOPMENT SECTION FOR THREE (3 YEARS ‘AS AND WHEN REQUIRED’ BASIS","Gauteng","Ms Phumzile Mdlalose","Publictenders@erwat.co.za","011 929 7031","N/A",," Yes","Yes","N/A"
434,"18/2021","Request for Proposal",,"Umdoni Local Municipality",false,"Tuesday, 25 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-25T12:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY AND DELIVER LAPTOPS AND DESKYOPS","KwaZulu-Natal","MR Z CELE – IT MANAGER","39",,"N/A",," NO"," NO","N/A"
435,"IYM04/04/2021T","Request for Proposal",,"Inxuba Yethemba Local Municipality",false,"Thursday, 13 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T12:00:00",,"Closed","Services: General","Supply and Delivery of Enterprise Services infrastructure","Eastern Cape","Silulami","silulami@iym.gov.za","0488215059","N/A",," NO"," NO","N/A"
436,"IYM03/04/2021T","Request for Proposal",,"Inxuba Yethemba Local Municipality",false,"Thursday, 20 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-20T12:00:00",,"Closed","Services: General","Supply and delivery of a Network infrastructure Solution","Eastern Cape","Silulami","silulami@iym.gov.za","0488215059","N/A",," NO"," NO","N/A"
437,"iLABS/RFQ 2021/22:10","Request for Quotation",,"National Research Foundation",false,"Monday, 17 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-17T11:00:00",,"Closed","Services: General","Supply and delivery 210 drum compactors (4-ton cylinder) Outer diameter of a drum 610mm , Inner diameter 570mm, Height of a drum 880mm Volume of a drum 0.21m , Colour Yellow ( 20 Quantities ) ","Western Cape","Aurelia Genu","Aurelia@tlabs.ac.za","021 843 1314","N/A",," NO"," NO","N/A"
438,"IYM05/04/2021T","Request for Proposal",,"Inxuba Yethemba Local Municipality",false,"Thursday, 13 May 2021 - 00:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T00:00:00",,"Closed","Services: General","Supply and Delivery of End point data protection and back up ","Eastern Cape","Silulami","silulami@iym.gov.za","0488215059","N/A",," NO"," NO","N/A"
439,"NRF/ILABS SAIF/24/2020-21","Request for Proposal",,"National Research Foundation",true,"Friday, 28 May 2021 - 11:00","Monday, 03 May 2021","2021-05-03T00:00:00","Friday, 14 May 2021 - 11:00","2021-05-28T11:00:00","2021-05-14T11:00:00","Closed","Services: General","Appointment of Professional Consulting Engineers as Principal Agents for design development, documentation and procurement, contract administration and inspection, and close-out of civil and structural works, electrical works and mechanical works for a Low Energy Radioactive Ion-Beam Facility, LERIB0 at iThemba LABS in Faure, Western Cape.","National","Luyolo Sabsana / Lucinda Gordon ","scm@tlabs.ac.za","021 843 1000 ","N/A",," Yes","Yes","N/A"
441,"MN11-2020/21","Request for Quotation",,"Emadlangeni Local Municipality",false,"Monday, 10 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-10T12:00:00",,"Closed","Services: General","Leasing of vehicles for the period of 3 years ","KwaZulu-Natal","Mr Zakhele Radebe","radebez@emadlangeni.gov.za","034 331 3041","N/A",," NO"," NO","N/A"
442,"MN08-2020/21","Request for Quotation",,"Emadlangeni Local Municipality",false,"Monday, 10 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-10T12:00:00",,"Closed","Services: General","Appointment of panel of consulting engineers as and when required basis for a period of three years","KwaZulu-Natal","Mr Mzwandile Nxasana","34",,"N/A",," NO"," NO","N/A"
443,"MN15-2020/21","Request for Quotation",,"Emadlangeni Local Municipality",false,"Monday, 17 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-17T12:00:00",,"Closed","Services: General","Provision of short term insurance","KwaZulu-Natal","Mr Zakhele Radebe","34",,"N/A",," NO"," NO","N/A"
444,"05/05/2021","Request for Proposal",,"Dannhauser Local Municipality",false,"Tuesday, 15 June 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-06-15T12:00:00",,"Closed","Services: General","Installation of Alarm System, CCTV Carameras and Armed Response Services for the period of 36 Months","KwaZulu-Natal","Sharda Narothum","shardan@dannhauser.gov.za","034 621 2666","N/A",," NO"," NO","N/A"
445,"MN14-2020/21","Request for Quotation",,"Emadlangeni Local Municipality",false,"Wednesday, 05 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-05T12:00:00",,"Closed","Services: General","Upgrade of Loop street phase 1","KwaZulu-Natal","Mr Mzwandile Nxasana","nxasanam@emadlangeni.gov.za","034 331 3616","N/A",," NO"," NO","N/A"
446,"NMSE/2021/01","Request for Quotation",,"Arts & Culture",true,"Monday, 31 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","Wednesday, 19 May 2021 - 10:00","2021-05-31T12:00:00","2021-05-19T10:00:00","Closed","Services: General","SHORT TERM INSURANCE BROKER","Free State","MR G. DLAMINI","scm@nasmus.co.za","071 430 6338","N/A","VIDEO CONFERENCING VIA ZOOM"," Yes","Yes","N/A"
447,"KZN/RAIL/05/2021/002 /Q","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Thursday, 13 May 2021 - 12:00","Monday, 03 May 2021","2021-05-03T00:00:00","<not available>","2021-05-13T12:00:00",,"Closed","Services: General","SUPPLY AND DELIVER 3.0 TON FORKLIFT","KwaZulu-Natal","Qiniso Makaluza","qiniso.makaluza@prasa.com","031 813 0376","N/A",," NO"," NO","N/A"
